"기준_년_코드(STDR_YY_CODE_SE)","기준_분기_코드(STDR_QU_CODE_SE)","블록코드(BLCK_CODE_SE)","서비스업종코드(SVC_INDUTY_CODE_SE)","분기_매출금액(THSMON_SELNG_AMOUNT_AM)","분기_매출건수(THSMON_SELNG_CO)","주중_매출비율(MDWK_SELNG_RATE)","주말_매출비율(WKEND_SELNG_RATE)","월요일_매출비율(MON_SELNG_RATE)","화요일_매출비율(TUES_SELNG_RATE)","수요일_매출비율(WED_SELNG_RATE)","목요일_매출비율(THUR_SELNG_RATE)","금요일_매출비율(FRI_SELNG_RATE)","토요일_매출비율(SAT_SELNG_RATE)","일요일_매출비율(SUN_SELNG_RATE)","시간대00~06매출비율(TMZON_00_06_SELNG_RATE)","시간대06~11매출비율(TMZON_06_11_SELNG_RATE)","시간대11~14매출비율(TMZON_11_14_SELNG_RATE)","시간대14~17매출비율(TMZON_14_17_SELNG_RATE)","시간대17~21매출비율(TMZON_17_21_SELNG_RATE)","시간대21~24매출비율(TMZON_21_24_SELNG_RATE)","남성_매출비율(ML_SELNG_RATE)","여성_매출비율(FML_SELNG_RATE)","연령대10_매출비율(AGRDE_10_SELNG_RATE)","연령대20_매출비율(AGRDE_20_SELNG_RATE)","연령대30_매출비율(AGRDE_30_SELNG_RATE)","연령대40_매출비율(AGRDE_40_SELNG_RATE)","연령대50_매출비율(AGRDE_50_SELNG_RATE)","연령대60이상_매출비율(AGRDE_60_ABOVE_SELNG_RATE)","주중_매출금액(MDWK_SELNG_AMT)","주말_매출금액(WKEND_SELNG_AMT)","월요일_매출금액(MON_SELNG_AMT)","화요일_매출금액(TUES_SELNG_AMT)","수요일_매출금액(WED_SELNG_AMT)","목요일_매출금액(THUR_SELNG_AMT)","금요일_매출금액(FRI_SELNG_AMT)","토요일_매출금액(SAT_SELNG_AMT)","일요일_매출금액(SUN_SELNG_AMT)","시간대00~06매출금액(TMZON_00_06_SELNG_AMT)","시간대06~11매출금액(TMZON_06_11_SELNG_AMT)","시간대11~14매출금액(TMZON_11_14_SELNG_AMT)","시간대14~17매출금액(TMZON_14_17_SELNG_AMT)","시간대17~21매출금액(TMZON_17_21_SELNG_AMT)","시간대21~24매출금액(TMZON_21_24_SELNG_AMT)","남성_매출금액(ML_SELNG_AMT)","여성_매출금액(FML_SELNG_AMT)","연령대10_매출금액(AGRDE_10_SELNG_AMT)","연령대20_매출금액(AGRDE_20_SELNG_AMT)","연령대30_매출금액(AGRDE_30_SELNG_AMT)","연령대40_매출금액(AGRDE_40_SELNG_AMT)","연령대50_매출금액(AGRDE_50_SELNG_AMT)","연령대60이상_매출금액(AGRDE_60_ABOVE_SELNG_AMT)","주중_매출건수(MDWK_SELNG_CO)","주말_매출건수(WKEND_SELNG_CO)","월요일_매출건수(MON_SELNG_CO)","화요일_매출건수(TUES_SELNG_CO)","수요일_매출건수(WED_SELNG_CO)","목요일_매출건수(THUR_SELNG_CO)","금요일_매출건수(FRI_SELNG_CO)","토요일_매출건수(SAT_SELNG_CO)","일요일_매출건수(SUN_SELNG_CO)","시간대00~06매출건수(TMZON_00_06_SELNG_CO)","시간대06~11매출건수(TMZON_06_11_SELNG_CO)","시간대11~14매출건수(TMZON_11_14_SELNG_CO)","시간대14~17매출건수(TMZON_14_17_SELNG_CO)","시간대17~21매출건수(TMZON_17_21_SELNG_CO)","시간대21~24매출건수(TMZON_21_24_SELNG_CO)","남성_매출건수(ML_SELNG_CO)","여성_매출건수(FML_SELNG_CO)","연령대10_매출건수(AGRDE_10_SELNG_CO)","연령대20_매출건수(AGRDE_20_SELNG_CO)","연령대30_매출건수(AGRDE_30_SELNG_CO)","연령대40_매출건수(AGRDE_40_SELNG_CO)","연령대50_매출건수(AGRDE_50_SELNG_CO)","연령대60이상_매출건수(AGRDE_60_ABOVE_SELNG_CO)","점포수(STOR_CO)","적재일시(LDADNG_DT)"
"2014","3","1*1*5","CS100009",210095801,33,68.9,28.6,15.1,15.2,20.3,0,14.6,23.8,14.5,10.4,0,38.1,6.2,29.5,0.3,65.4,51.5,0,0,22.9,28.8,17.7,27,28386753,7150685,15111547,1955535,2020202,3331134,521890,42908500,0,3984093,536874,1318681,11511259,144603629,2991885,18342884,411460279,10473978,29046062,343985,197312396,107544424,57150373,825,746,118,852,1982,67,10,713,87,0,0,0,11,4856,2774,55108,111,844,8,27,1069,1397,28,1,"2019-09-20 14:26:16"
"2016","3","2*5*5*","CS100006",224390819,68,66.4,46.5,14.7,0,20.9,30.7,16.7,5.3,19.5,61.1,0,19.5,22.8,21.1,14.1,62.1,20.1,1.1,17.1,30.1,21.8,8.7,6.8,2506272,4771464,0,7304074,1372907999,20917892,2128249,1996182,11961944,0,0,385611210,59994186,1699333,9136438,66321197,282377,2734810,10431725,19517066,5131573,22144845,1579462,19,994,33,9536,402,1809,6191,135,573,0,0,512,8,97,45,152,1543,0,623,1165,12537,0,434,1,"2019-09-20 14:26:16"
"2015","1","2*4*4*","CS100008",17137621,13738,99.2,0,7.3,12.1,15.3,0,14.9,5.6,14.4,0,5.7,0,38.4,24.9,0,32.7,80.6,0.3,17.4,19.5,31.7,8.9,8.2,75564398,26529430,2824748,10677311,27451789,1289023,9423835,16790883,0,0,12521904,67163,135511924,62740944,0,1326749,4225303,0,194198255,66596496,106165062,27070445,676105,3333,2580,2676,0,17747,0,64,283,44,2604,0,451,1752,419,2173,1262,3557,0,0,6750,350,1375,379,2,"2019-09-20 14:26:16"
"2014","2","2*9*2*","CS100009",12844085,10130,73.5,36.4,8.8,2.8,18.5,16.9,9.7,6.2,12.2,0,0,4.2,31,49.1,26.4,44,100,0.1,13,0,0,13.6,9.6,35802651,0,18035718,39537560,1522124,2575221,880099,13559542,12756662,0,796869,43238639,20083956,21274626,0,28041577,29562388,5598891,0,9445346,16552867,127657,7851173,5989,2746,226,0,30,100,97,0,0,0,0,17,212,3693,23,3826,1223,8,3103,1478,153,577,1074,2,"2019-09-20 14:26:16"
"2019","1","2*4*4*","CS100007",35982021,4747,67.8,33.9,18,15.5,0,0,11.1,20.4,50.4,0,1.2,24.1,49.8,20.2,10.9,48.4,29.3,0,39.8,0,21.6,21.1,7.9,1007737188,42848326,11483327,42574559,355795,25704788,8568657,7932126,35679709,497113,1357798,0,0,2128564,21508646,5634071,1666555,15718026,5894341,6456943,7943281,15982649,7069811,17727,43951,80,48,204,87,346,277,4451,51,7,0,2645,1022,3133,3394,2240,0,300,56,67,190,16,1,"2019-09-20 14:26:16"
"2016","2","2*7*5*","CS100005",96699293,1564,70.4,28.4,12.9,14.1,15,14.7,11.3,49.4,18.8,12.1,6.7,19,32.5,0,3.5,74.9,5.1,3.3,0,29.6,75.9,22.6,4.9,3241874,32050736,0,1998381,0,48495467,309076,0,1959838,50033802,0,1926961,84480726,23656802,0,28075663,155626303,6254741,44680998,6692070,2312925,14181334,6474234,66,61,192,12,2326,0,12,30,0,0,0,3998,12,671,340,0,482,0,4769,269,298,56,893,1,"2019-09-20 14:26:16"
"2014","3","1*1*3","CS100009",319173985,35287,100,34.9,11.7,14.3,7.3,21,13.5,13.6,0,0,1.8,27,0.4,43.5,0,40.4,24.2,1.8,8,18.8,20.1,12,45,21522625,2341500,41474843,48388368,5366161,6978397,2520526,0,3980143,0,20497,6151934,0,32449020,0,0,477759775,0,0,168789440,95617614,31292019,434106,116,0,623,55,52,1089,351,19,12458,0,0,198,49,180,0,17040,445,0,5488,102,792,2346,74,3,"2019-09-20 14:26:16"
"2017","3","2*6*7*","CS200013",5738028,4242,59.7,39.7,8.7,22.5,9.3,15,24.8,6.5,0,0,21.8,41.8,5.3,18.8,49.4,64.6,23.6,0.5,12.4,0,21.1,26,0,2424242,57316926,53600255,43553579,6025502,42740079,28727641,5450885,0,0,318275,24710892,9693528,7546233,39341531,0,4190779,0,191574199,3648144,123697642,0,126274000,8975,7368,375,124,170,150,6,0,0,0,0,9,15,0,232,1962,86,122,1141,4747,1384,227,96,2,"2019-09-20 14:26:16"
"2015","3","9*2*","CS100001",446264905,1490,63.8,20.3,82.8,0,17.2,0,17.5,22.6,0,0,15.8,21.9,23.6,47.3,0,13.9,24.7,3.8,0,7.2,25.5,3.6,16.7,148920046,0,30922520,30111061,14480685,12178814,12847672,641607,1445323,0,2098657,195378653,121400208,25037919,21318329,11901833,30768369,188590,7957502,0,39733211,6838375,0,44851,2033,10,0,21,29,40,500,24,219,10,1328,128,23,0,1408,1567,3597,16107,10,515,489,9143,1,"2019-09-20 14:26:16"
"2014","3","2*9*0*","CS100002",36275614,832,85.3,46.7,15.2,14,10.7,12.1,7.2,11,0,0,14.6,28.8,35.3,42,31.7,59,45.7,5.4,6.9,17,13.6,28.5,10.9,42576714,2066465,7412760,2108527,8602640,1123202,10814761,0,9384874,0,1779359,185185,8649604,3126994,14702063,18629016,55757407,0,2271600,1235672,28913158,836834,355722,759,15,166,10,378,245,28,1544,110,582,0,0,1462,24,44,48,132,50,118,306,108,322,13,5,"2019-09-20 14:26:16"
"2017","4","2*3*9","CS100001",23573670,3407,58.3,5.4,12.6,18.7,8.3,19.5,14.1,7.1,0,0,32.1,18.6,7.7,40.9,3.8,66.7,51.9,3.4,6.7,29.3,25.5,3.7,11.4,19898841,3569221,399714,158997030,12152591,21004896,14300837,23563939,5313025,10071404,0,557335025,3717907,18415961,2476440,84987212,3442401,0,7000739,3877975,118554418,1504210,1621622,14,39125,1270,1524,7,443,257,60,338,19,6,1481,1671,607,7661,95,133,0,0,0,39,275,14,1,"2019-09-20 14:26:16"
"2014","1","1*5*5*","CS200015",45072243,2204,70.3,21.1,0,14.9,14.8,13.5,19.4,0,12.1,0.4,3.1,0,42.9,29.3,0,77.3,56.8,9.5,37.5,17,25.3,26.3,1.7,159130841,7262343,6529885,5536946,3178385,1827449,10805270,2434645,0,0,32155351,101031799,17759625,4051356,1470196,22249946,117107982,0,3253584,18203742,32814231,24196830,65043008,246,100,2322,404,321,469,665,196,135,845,0,987,627,3359,31871,6530,0,0,0,291,1238,277,30,0,"2019-09-20 14:26:16"
"2018","1","1*7*7*","CS300002",55464510,692,73.1,24.9,12.4,15.1,0,13.6,17.9,9.5,28.3,0,0,0,100,24.3,41.1,62.2,74.8,0,8,6.4,0,23.1,29,105117302,27536249,3686840,1808442,4627902,8981694,28078528,0,0,0,23433082,21678362,12853019,1393871,0,207425081,29019027,0,805565,52662010,47945866,3023482,9612693,2125,2115,17,16,154,1157,37,304,0,499,10,398,5,31956,0,630,4363,10,13,7,881,83,35,3,"2019-09-20 14:26:16"
"2015","3","2*7*6*","CS300009",101218402,2934,60.6,20,0,17.4,13.8,14.5,11.4,9,18.9,0,4,10.3,4.1,18.5,0,83.9,18.8,0,0,28.9,31.4,6,83.3,272624106,8027814,0,140239971,0,53485835,44499370,6199807,2114883,0,24347446,0,11065314,9776808,551456,12410436,99825070,1171562,153005510,2053059,14046467,1110344,14217872,12599,24086,71,10,1973,0,108,200,1355,20312,3,630,9,219,0,91,281,238,0,0,357,1211,157,1,"2019-09-20 14:26:16"
"2015","2","2*8*9*","CS200016",102959867,1529,63.7,11.3,55.4,11.9,16.8,14.8,16.3,11.1,0,0,4.1,36,2.7,46.2,1.4,26.1,48.8,0,21.7,17.9,0,22.1,16.3,1326490179,0,21440887,17255252,2541766,9197611,15530180,47728857,0,0,3385961,5474313,308916,44299860,6627114,16035032,54124654,2701340,2699918,1904059,4222501,484786,1921018,6723,0,6,3462,191,560,787,533,294,19,0,0,4237,1282,0,429,357,25,0,1649,124,110,389,3,"2019-09-20 14:26:16"
"2016","3","1*4*6","CS100005",42987417,7288,57,16.6,14,14.1,25.1,24.4,6.7,27.6,37.6,0,3.7,43.4,34.6,30.1,21.3,33.1,28.3,4.8,6.2,10.1,50,13.6,8.6,172574696,936958,154972402,0,392472,91486,1382686,16176330,9364724,0,0,6235356,39364888,5584845,0,0,167157027,35891,653773,0,5735650,5125432,910872,1099,35,76,4594,2195,48,919,493,87,0,0,8838,1714,640,0,400,3780,0,1591,667,6595,19,1146,114,"2019-09-20 14:26:16"
"2014","2","2*9*2*","CS200003",2011706,21937,77.1,33,12.9,14.9,20.5,14.5,0,4.5,0,0,23.6,35.8,24.1,16.8,9.7,54.7,57.5,0,12,1.8,38.9,0,3.1,194685670,4813900,9117055,608385,141220976,12223432,2618182,1804416,0,0,2942848,70534400,250419941,7950356,3696766,19391165,1382239,0,1118074,0,231910105,13735160,1088531,4425,7115,675,178,0,0,41,749,6,0,2543,0,8,4520,90,18707,7254,0,138,0,98,770,44,1,"2019-09-20 14:26:16"
"2015","4","1*6*9","CS200006",116378925,178,66.8,24.8,17.1,12.8,0,41.4,12.2,16.3,12.1,0,7.4,31.5,25.3,40.4,0,55.7,52.9,0,6.9,9.7,34,21.2,20.2,3302157,2336382,17803875,56388678,1526627,72873487,75478273,35526799,35696,0,23293,18095147,10702409,13210655,26352768,1489776,4196043,0,0,1617913,109029656,10517907,3309322,16862,236,798,10101,259,7930,3417,0,0,0,2692,40,17,1863,21087,6450,122,468,330,0,664,0,0,1,"2019-09-20 14:26:16"
"2014","2","2*4*2*","CS200002",143560576,13859,54.5,31,17.4,13.2,31.9,13.1,15.8,9.3,0,0,13.1,25.4,2.1,34.5,32.6,35.3,40,32.7,16.7,14.9,16,21.6,14,14015864,25571956,15809623,194073818,1922681,1474890,3611650,3927699,16996556,0,26795817,18644792,176166,159117742,176422,129164453,7711065,94865,0,446229,1688870,6711190,1759988,31008,0,1035,13,514,17,368,556,0,998,0,0,1375,151,0,1391,150,0,149,12035,311,837,0,1,"2019-09-20 14:26:16"
"2013","1","2*5*0","CS200001",274178880,1532,82.5,36.7,8.6,10.1,5.5,15.8,15.4,22.5,0,0,0,13.1,20.5,33.9,41.4,47.8,33.4,1,5,10.2,14.6,21.3,0,112374530,273260047,3198886,2763869,16138883,3641625,8507238,143666070,3526864,0,0,21480773,7019608,10246720,0,4606638,8291991,0,0,4911925,3837484,15711062,512738,1611,71,13,140,0,1447,397,6,0,0,0,10946,8,696,0,11030,6582,0,949,5,25,17,42,4,"2019-09-20 14:26:16"
"2017","1","1*3*2","CS200006",1002162761,3399,95.7,19.6,14.2,14.7,11.2,0,16.2,0,0,15.2,0,10.8,42.4,2.1,0,65.3,0,0,22.4,2.7,65.4,25.2,19.1,11416261,65448068,1030133,67999,9453882,478759,9021727,21135875,0,1600000,16667107,49384042,946176,122459243,120029720,105009519,18176160,0,124795521,4803914,12243668,2174941,5358601,5232,5,1240,87,410,2564,1209,0,0,0,2129,0,915,829,367,10620,14588,0,135,1385,521,148,67,1,"2019-09-20 14:26:16"
"2015","1","2*6*3*","CS200005",146441876,9635,100,25.4,23,11.7,31.6,11.1,23.2,2.9,17,0,3.1,46.8,23.9,31.8,5.1,79.1,66.9,0,12.4,11.9,32.1,9,5.3,38407920,1949541,0,8125151,3269962,583896,29103409,1803897,3291572,14429838,71930,654980,9635177,11139538,390682384,19784752,55708528,0,14331187,3404862,2333150,18006844,873869,20878,193,430,17,724,46,86,0,1926,0,0,130,0,1039,308,10725,2032,222,3045,47,68,1324,89,0,"2019-09-20 14:26:16"
"2014","3","3*9*3*","CS200004",49138532,6369,67.5,30.2,7.1,15,17.3,6.9,6.7,20.4,0,0,19.4,26.4,12,32.1,24.1,51.7,100,0,61.4,21.2,42,21.5,9.6,195356092,10171583,50952289,11697258,0,21583771,10247994,4583333,329202,30790402,3872158,61639261,4717342,159368572,0,94497228,202454292,0,48445085,24922249,6760587,161761379,0,1353,84,297,1981,244,0,30,1261,0,0,603,130,41,139,10,7035,1573,0,3441,8,0,0,0,7,"2019-09-20 14:26:16"
"2017","1","2*5*0*","CS200015",143563787,1677,78.1,0,15.1,14.5,20.5,15.4,15.1,100,21.5,0,0.4,38.1,25.1,13.5,6,43,100,0,18.1,33.1,26.2,21.4,10.9,204146736,72690592,6211660,4303718,41563976,12265821,8195415,4968732,18411274,0,0,1333333,1538864,2712898,8645102,139464146,7195472,0,2718515,47472577,7556422,0,0,5260,103,17,4731,2325,693,3950,4830,0,0,12,134,1576,185,0,2278,276,0,228,88,3080,166,0,1,"2019-09-20 14:26:16"
"2019","2","1*8*5","CS100004",18686774,1633,70.5,34.5,6,21.9,17.1,15.4,15.4,13.1,13.7,0,6.7,21.3,42.3,0,9.5,82,36.1,0,6.9,31.5,14.6,22,0,63965436,4652075,12541921,5502885,2930757,14517062,50177639,1681615,0,0,171576506,2275345,61126804,21748710,9194415,29266825,24238146,7396769,463176,25278341,0,6112216,5296262,1638,2801,140,2115,47,2863,14,63052,0,0,4138,12,0,778,0,76,1040,0,950,16665,375,43,56,1,"2019-09-20 14:26:16"
"2014","2","2*7*7*","CS300016",52738171,937,86.1,45.1,8.4,17,32.7,13.3,16.7,11.8,17,0,0,11.8,36.1,40.9,0,35.4,100,0,16.1,22.9,12.8,27.4,0,20026626,52712459,4449877,13554095,11708641,411150923,0,18021417,0,0,1242591,835462,9339713,24030,0,934169004,9092331,7680,0,13472745,61337755,0,7761825,4092,119,590,8,11515,22,53,489,3152,0,7,239,853,1194,48,2027,963,0,0,46,1205,0,390,1,"2019-09-20 14:26:16"
"2018","3","3*4*6*","CS300001",78700560,352,87.7,40,13.6,33.3,19.7,14.3,17.6,18.8,9.4,0,27.9,34.6,0,77.5,0,72.2,42,0,0,15,11.3,0,28.4,220053442,47112001,0,743090,29617765,1983140,563818,1626906,0,1224355,276546,2503695,23420200,40216726,3648364,65765250,130001626,0,2399181,261481962,3211610,8110583,15673179,1329,51,79,506,196,799,2472,14087,69,0,0,0,169,6303,0,746,7981,0,210,535,23,260,0,2,"2019-09-20 14:26:16"
"2014","2","4*3*6*","CS100008",27091263,180,73.7,2,13.2,9.8,16.7,13.7,11.8,11.4,0.6,23.8,7.3,15.8,33.1,37.6,0,47,37,1,13.1,0,18.3,19.1,44.4,1120769972,18474057,13757484,0,9872374,3423093,1088946,4023746,31173348,0,117109099,117392940,14768465,2270036,6340285,140575087,1685660,0,64955852,28034781,3232197,17183812,730813,150,155,158,221,385,268,236,1896,157,371,0,9,4595,22771,0,0,342,0,0,56,275,30,3661,1,"2019-09-20 14:26:16"
"2016","1","2*1*3*","CS200013",3000000,23369,100,14.2,20.6,15.3,14.6,25.1,8.3,24.1,0,0,20.2,31,25.3,34.6,0.9,71.1,44.5,3,6.6,0,21.3,30.6,11.1,133182476,1186204,29067079,63684967,4417739,9364840,8358948,12797070,0,0,4694564,659425,18752701,28521719,38017283,17307178,5044920,0,28077887,123644063,6468053,9638975,17304650,570,53,90,18,1210,190,0,0,0,0,391,0,0,228,944,8799,443,0,18,16,0,482,413,1,"2019-09-20 14:26:16"
"2017","1","3*7*2*","CS100005",213501352,1842,100,22.7,36.6,13.2,17,16.7,20.2,46.6,14,0,0,28.4,57.7,45.3,5,38,11.3,0,0,19.9,28.3,14.3,3.2,351231018,2079946,1908140,12188104,2743958,428917868,23128243,14127115,9438914,0,32199648,133314860,4816583,69071,0,84855024,7995153,0,4738744,0,4288267,22427564,27113108,21907,72,1253,179,8,78,109,7,465,1274,0,0,150,1516,0,364,924,0,92,6376,26,91,67,2,"2019-09-20 14:26:16"
"2014","1","1*7*9*","CS200016",64440353,10194,65.5,24.2,8.1,9.1,12,12.6,10.7,13.4,11.2,0,3.4,32.6,27.1,37.3,0,9.3,46.9,20,0,28.5,0,40.8,3.3,13972364,1294165,0,0,4722222,269565,12946363,4758107,2213813,0,26389158,9197934,0,135748163,36434759,55127587,1360065,234212,4631871,0,45656835,0,6127908,143,165,248,50,8,3062,26,2355,1667,139,0,905,677,34,1928,33633,14409,0,432,841,3888,463,434,2,"2019-09-20 14:26:16"
"2015","1","2*8*5*","CS100001",204000000,2592,63.1,0,15.2,19.2,15.5,16.1,15.8,16.7,11.1,24.4,5.8,0,40,17.5,23.6,56.8,18.6,0,39.2,12,34.9,19.9,0,2716049,1055552,10045472,4685285,51609261,48379113,6007364,28262491,688193,0,4230890,11760667,37921132,46086400,0,89878212,11476510,553296,203332,2296156,3369258,0,0,7987,1035,21,5390,181,1593,0,107,1,0,26,914,126,4784,16,0,9,3115,14,112,15,44,1414,1,"2019-09-20 14:26:16"
"2015","4","2*1*2*","CS200005",3036826,58,94.3,34.9,20.4,18.3,12.9,18.4,16.3,11.7,14.7,0,0,24.5,6.5,46.8,0.5,69.5,47.8,0,4,12.8,24.7,0,5.2,11277261,36944488,3764343,5754946,12761996,23091780,45963213,252822,8727648,0,0,213110804,0,52144151,148499,40215672,14738555,0,30254919,5453722,18590902,15607545,12002788,647,298,52,497,10,1214,119,300,305,9678,10,1356,757,541,79,480,3502,0,28,2487,18,3239,59,1,"2019-09-20 14:26:16"
"2018","1","2*2*8*","CS100007",2589048,2385,82.2,34.1,20.4,12.2,0,15.4,12.8,0,0,3,20.9,0,23.8,41.4,25.8,58.9,28.1,0,0,20.9,0,12.9,7.9,352766346,1209350,8155468,62802750,91646719,30902670,257893,1507651,16689163,19044387,791438,134490488,16307508,30330345,14285449,15060942,6357902,0,5601682,3529457,12820007,7553901,0,53,38,1170,7,2657,1066,2903,673,24,0,5908,444,347,13515,0,14669,915,15,589,3508,4680,0,68,1,"2019-09-20 14:26:16"
"2017","2","3*9*0*","CS100009",3396407815,687,94.2,18.1,0,27.6,10.2,17.4,16.2,16,0,0,24.4,22.9,38.2,0,0,28,62.5,0,4.3,19.2,23.7,23.4,43.1,40424242,4623201,3095392,16296554,7862676,4714329,4761993,42790591,2348263,7170647,17230396,8130831,17580811,8824964,33476387,7282002,685322,0,5300987,4282426,24488960,8235396,1438947,971,205,118,78,18,9380,2589,280,0,0,18,1452,95,123,95,902,3306,0,350,284,33237,703,159,1,"2019-09-20 14:26:16"
"2017","2","2*1*4","CS300008",55402206,267,63,4,15.3,2.8,0,100,15.5,15.5,0,11.6,0,3.2,30.7,66.7,19.8,64.1,26.2,0.3,0,11,44.5,3.8,30.8,13222865,50342798,44834382,10820025,21605601,4935312,320878,631845,0,0,1269501,2191519,0,21947496,0,15332886,5128826,0,39656,6480974,20751941,1997341,26092061,197,2339,0,42,12,177,505,48,2038,0,0,40,1196,5466,4995,422,542,0,2579,397,3010,20,98,1,"2019-09-20 14:26:16"
"2013","3","2*0*4*","CS200016",50764551,1057,78,17.6,10.2,12,15.1,8,13.5,13.7,0,0,0,15.8,50,0,0,48.7,17.6,9.2,11.3,20.3,42.7,25.3,14,940265124,81531869,2107077,554128,3338667,124654871,6328994,1238660,12139336,0,20284729,69377466,19019085,201822960,11749685,118585682,194420500,307929,0,6804056,25868582,41023332,562257,194,0,57,6,4,34,25817,0,749,0,29,163,71,6,0,157,1227,0,51908,738,166,687,16,0,"2019-09-20 14:26:16"
"2018","1","1*0*9","CS100001",2658359,1231,60.1,10.5,22.1,14.1,14.7,10,12.7,35.7,3.4,16.5,0,40.6,20.3,38.8,25.6,71.1,34.7,0.4,32.6,33.8,0,41.3,3.7,101859677,67308071,4899541,49808015,16268596,67228114,20194067,167193,4641586,10228675,20378334,15181681,60753270,30370947,1604814,7564606,62778926,0,1428369,41115616,16267039,0,21217329,69,1475,1683,473,27,3265,2347,5,2986,30,24,0,0,4802,4804,1271,794,39,21,3775,861,6,170,1,"2019-09-20 14:26:16"
"2013","3","1*6*0","CS100003",13011696,378,69.5,1.8,17.9,11.4,0,12.5,16.4,16.3,14.1,0,1.2,18.6,0.9,14.6,46.8,63,91.7,2.1,50,3,27.3,24.2,11,458410454,4849215,2703949,5408102,39606085,327715,1226728,0,4708290,0,0,49003033,12865983,10296255,5520529,42860099,7274175,1740095,235463,154970,1463500,45226343,1477213,4277,0,164,145,9066,1085,2570,36,142,0,46016,96,85,2915,0,0,1308,5377,522,48,17623,165,781,1,"2019-09-20 14:26:16"
"2015","4","1*8*7","CS200013",894553955,3467,94.8,38.5,8.3,19.8,14.6,8.4,8.7,7,0,0,12.1,0,16.7,37.1,63.4,49.7,26.1,0,9.5,3.7,34.3,23.1,19.4,37686317,8896848,8018239,75166856,2189878,4826673,3066570,23122854,0,0,0,6419720,19465553,153096992,5340221,10856453,57054064,627941,1167745,67082512,9727630,42526293,16885135,3265,2267,799,101,747,164,832,227,12,0,0,1091,158,239,0,1412,2683,684,0,193,518,1984,11,1,"2019-09-20 14:26:16"
"2019","1","3*0*8*","CS200004",2319212,4414,65,2,11.1,13.5,0,11.9,0,18.9,17.6,30.5,0,0.3,0,17.6,6.2,82.5,43.8,0,19.4,16.6,25,33.9,4.9,107320057,11761746,6083856,2795082,67386626,35156317,0,15350029,0,0,921942,24546217,1718591,162456904,5629299,17877822,2942263,0,674063,22701542,10324921,590231,22089613,931,4981,61,18,1054,8,870,92,1770,0,0,0,54,170,0,669,519,3,0,460,3887,118,45,7,"2019-09-20 14:26:16"
"2017","1","1*7*7","CS300007",326712051,3222,89.5,40.7,10.1,16.6,12.9,13.6,0,16.3,20.5,4.8,16.3,0,17.1,26.9,70,43.4,28.7,0.7,20.6,18.6,18.9,21.2,21,50064354,49915822,1642105,2525701,7762519,5644481,59307,764021,4158816,0,0,18353157,87025823,96007244,2317549,5672291,148669406,0,1381757,27461820,20758234,3362777,1774426,2080,2100,1397,0,266,140,52,630,55,0,6,748,3114,60,0,60,13463,78,23,395,3002,730,1562,1,"2019-09-20 14:26:16"
"2017","2","3*1*1","CS200016",17201128,3345,90.3,31.1,8.7,12.3,42,15.4,9.4,12.4,19.9,0,0,8.7,29.1,46.9,0,58.3,81.3,0,48.5,14.3,21.4,21.1,24.4,77638889,6079421,6334217,2790761,5826208,0,17529625,3452351,0,0,0,630803,9206798,64455002,10932534,51436241,13839431,295087,1687601,6850491,167954892,13249331,15845060,3239,1306,0,125,32,374,994,8,68,0,0,7342,27,12,0,227,0,0,25,170,15,2754,1152,1,"2019-09-20 14:26:16"
"2018","2","2*3*8*","CS300015",52000317,118668,64.6,44.1,11.1,15.8,7.9,17.5,13.9,0,11.8,0,0,34.7,30.2,30.9,0,32.2,46.2,3.9,13,25.9,19.6,50,25.5,465494248,8348745,6463404,143694110,2225571,0,932852,837069,16973478,0,0,202151093,11842227,23992453,179592,4186046,17493224,0,10765728,8706893,14072627,5754698,1052860,11716,0,15613,17,297,0,667,710,1089,0,13,178,18,506,3221,1440,83,1102,12,4809,38,0,730,1,"2019-09-20 14:26:16"
"2016","2","2*0*8*","CS300007",30777376,191843,69.3,27.6,18.4,19.2,15.5,15.8,14.7,32.4,7.2,0,10.5,35.9,19,19.1,54,100,29.6,2.1,7.9,0,9,0,3.4,3834862,0,34568027,8054539,2587059,42929,7825290,23142104,27015715,0,0,0,30677889,1993523,0,18872305,1279142,0,11392692,1938139,465073606,72961,1271516,12354,590,0,15617,598,6548,38,2392,177,0,0,4349,196,74,7,0,212,0,1104,8630,163,3895,0,2,"2019-09-20 14:26:16"
"2017","4","2*4*9","CS300007",7898880,72828,83.3,24.2,18.1,16.3,10.4,15.5,35.7,0,16.3,0,0.3,50,22,27.9,0,36.9,42.1,0,3.5,0,9,9.1,27.4,306696669,2241195,0,54223,0,25180339,10827508,11052256,322373,50016892,0,30027238,58362074,4083493,0,10259085,1606651900,0,52701269,10338410,79451569,4638711,12400000,180,15,89,87,34,0,236,30,878,127,4678,13,20,5366,0,4574,550,0,30,1876,151,103,1714,11,"2019-09-20 14:26:16"
"2019","1","2*9*2*","CS100010",114423497,13758,81.2,10.2,100,24.7,15.1,10.7,16,13.9,0,0,0,27.7,9.8,34.3,0,60.4,50,0,3.5,20.8,8.8,25.4,28.4,94242816,9127017,1835772,0,568463,4458068,25751719,3563417,3688031,0,0,8520621,21442629,170689064,107231057,13471213,196350522,0,305946617,2658687,8372053,21661022,4733655,5784,204,38,701,453,5276,779,108,81,3171,66,1389,248,2485,69,131,2063,0,8387,0,180,895,15738,3,"2019-09-20 14:26:16"
